target_gene,ensembl_id,peak_condition,direction,abs_emp_z,peak_signed_score,genetics_autoimmune,autoimmune_ot_score,ot_autoimmune_disease,ot_top_disease,ot_top_score,lof_bin,lof_constrained,mis_z,genetics_tier
DLAT,ENSG00000150768,Stim48hr,driver_antagonize,2.9671867,-0.65567714,0.0,0.0,,,,,False,,none
DLGAP5,ENSG00000126787,Rest,brake_agonize,5.059505,0.64582604,0.0,0.0,,,,,False,,none
DMAC2L,ENSG00000125375,Rest,driver_antagonize,3.4227288,-0.51984745,0.0,0.0,,,,,False,,none
DMXL2,ENSG00000104093,Stim8hr,driver_antagonize,3.4491425,-0.48946944,0.0,0.0,,,,,False,,none
DNAJB11,ENSG00000090520,Stim8hr,driver_antagonize,2.7279177,-0.3518323,0.0,0.0,,,,,False,,none
DNAJC15,ENSG00000120675,Stim8hr,driver_antagonize,3.1628618,-0.47617018,0.0,0.0,,,,,False,,none
DNAJC19,ENSG00000205981,Rest,brake_agonize,5.33758,0.7910602,0.0,0.0,,,,,False,,none
DNAJC2,ENSG00000105821,Stim8hr,brake_agonize,5.132838,1.1137426,0.0,0.0,,,,,False,,none
DNAJC30,ENSG00000176410,Stim8hr,brake_agonize,3.119964,0.48435923,0.0,0.0,,,,,False,,none
DNAJC5,ENSG00000101152,Stim8hr,driver_antagonize,2.7716012,-0.36462542,0.1788060908359804,0.1788060908359804,,,,,False,,weak
DNAJC8,ENSG00000126698,Stim8hr,driver_antagonize,4.2547555,-0.9617384,0.0,0.0,,,,,False,,none
DNAL4,ENSG00000100246,Stim8hr,driver_antagonize,3.1657212,-0.42503104,0.0,0.0,,,,,False,,none
DNASE1L1,ENSG00000013563,Stim48hr,driver_antagonize,3.1171107,-0.49762228,0.0,0.0,,,,,False,,none
DNPH1,ENSG00000112667,Stim8hr,driver_antagonize,4.219938,-0.5287866,0.0,0.0,,,,,False,,none
DNTTIP1,ENSG00000101457,Stim48hr,brake_agonize,4.7696066,1.280994,0.0,0.0,,,,,False,,none
DOCK5,ENSG00000147459,Stim8hr,driver_antagonize,3.0009396,-0.48970118,0.3487676605066755,0.3487676605066755,,,,,False,,moderate
DOCK8,ENSG00000107099,Stim48hr,driver_antagonize,3.3851428,-0.4769094,0.0,0.0,,,,,False,,none
DOLK,ENSG00000175283,Stim8hr,driver_antagonize,4.096007,-0.60064954,0.0,0.0,,,,,False,,none
DOT1L,ENSG00000104885,Stim8hr,driver_antagonize,3.2973413,-0.5270676,0.1611937758159737,0.1611937758159737,,,,,False,,weak
DPF3,ENSG00000205683,Stim8hr,brake_agonize,3.2880843,0.46964252,0.0,0.0,,,,,False,,none
DPH2,ENSG00000132768,Stim48hr,driver_antagonize,2.9618795,-0.53623825,0.0,0.0,,,,,False,,none
DPH3,ENSG00000154813,Stim8hr,driver_antagonize,4.263036,-0.63271517,0.0,0.0,,,,,False,,none
DPM3,ENSG00000179085,Stim8hr,driver_antagonize,3.0988042,-0.42473912,0.0,0.0,,,,,False,,none
DST,ENSG00000151914,Stim48hr,brake_agonize,3.1039774,0.36610195,0.643347591420098,0.643347591420098,,,,,False,,strong
DSTYK,ENSG00000133059,Stim48hr,brake_agonize,3.077221,0.3814558,0.0,0.0,,,,,False,,none
DTD2,ENSG00000129480,Stim48hr,driver_antagonize,3.3311312,-0.50546306,0.0,0.0,,,,,False,,none
DTHD1,ENSG00000197057,Stim48hr,driver_antagonize,3.2552054,-0.45575836,0.1109717644782583,0.1109717644782583,,,,,False,,weak
DTNBP1,ENSG00000047579,Rest,driver_antagonize,3.6311371,-0.55569786,0.0,0.0,,,,,False,,none
DUS4L,ENSG00000105865,Stim8hr,driver_antagonize,3.2836144,-0.5628509,0.0,0.0,,,,,False,,none
DUSP12,ENSG00000081721,Stim8hr,brake_agonize,5.2437887,1.2200433,0.0,0.0,,,,,False,,none
DUSP23,ENSG00000158716,Stim8hr,driver_antagonize,3.1389334,-0.43042472,0.0,0.0,,,,,False,,none
DUSP3,ENSG00000108861,Stim8hr,brake_agonize,2.7194436,0.31695476,0.0,0.0,,,,,False,,none
DUSP8,ENSG00000184545,Stim48hr,driver_antagonize,2.9009848,-0.509557,0.0,0.0,,,,,False,,none
DXO,ENSG00000204348,Stim48hr,driver_antagonize,4.182906,-0.5587753,0.0,0.0,,,,,False,,none
DYNC2I2,ENSG00000119333,Stim8hr,driver_antagonize,3.7581737,-0.53693646,0.0,0.0,,,,,False,,none
DYRK2,ENSG00000127334,Stim8hr,driver_antagonize,2.8677456,-0.4411942,0.0,0.0,,,,,False,,none
EAF2,ENSG00000145088,Stim8hr,driver_antagonize,2.9614372,-0.42374468,0.161874314305523,0.161874314305523,,,,,False,,weak
ECHDC1,ENSG00000093144,Rest,driver_antagonize,3.311681,-0.44098735,0.0,0.0,,,,,False,,none
ECI2,ENSG00000198721,Stim8hr,driver_antagonize,3.692158,-0.5258598,0.0,0.0,,,,,False,,none
EDC3,ENSG00000179151,Rest,brake_agonize,3.2809975,0.9119052,0.0,0.0,,,,,False,,none
EDEM3,ENSG00000116406,Stim8hr,driver_antagonize,3.4503732,-0.48328865,0.541786002323598,0.541786002323598,systemic lupus erythematosus,"congenital disorder of glycosylation, type 2v",0.775,2.0,False,1.462399959564209,strong
EDRF1,ENSG00000107938,Stim48hr,driver_antagonize,3.1481683,-0.47084212,0.0,0.0,,,,,False,,none
EEF1AKMT1,ENSG00000150456,Stim8hr,driver_antagonize,3.0960865,-0.4391074,0.0,0.0,,,,,False,,none
EEF1AKMT3,ENSG00000123427,Stim8hr,brake_agonize,2.7293608,0.32426345,0.1023427230081028,0.1023427230081028,,,,,False,,weak
EFCAB13,ENSG00000178852,Rest,driver_antagonize,3.3323205,-0.48744538,0.4181391982817367,0.4181391982817367,,,,,False,,moderate
EFCAB2,ENSG00000203666,Stim48hr,driver_antagonize,3.169682,-0.43799666,0.0,0.0,,,,,False,,none
EFCAB7,ENSG00000203965,Stim8hr,driver_antagonize,2.7971034,-0.37154293,0.0,0.0,,,,,False,,none
EFHD2,ENSG00000142634,Stim8hr,driver_antagonize,3.8780644,-0.5644914,0.0,0.0,,,,,False,,none
EFNA4,ENSG00000243364,Stim8hr,driver_antagonize,5.0067115,-0.6228583,0.0,0.0,,,,,False,,none
EGR1,ENSG00000120738,Stim8hr,driver_antagonize,3.2821276,-0.5424651,0.0,0.0,,,,,False,,none
EGR3,ENSG00000179388,Stim48hr,driver_antagonize,3.4640453,-0.55487186,0.0,0.0,,,,,False,,none
EHBP1L1,ENSG00000173442,Stim48hr,driver_antagonize,4.272796,-0.63966244,0.0,0.0,,,,,False,,none
EHD1,ENSG00000110047,Stim8hr,brake_agonize,3.083602,0.38112488,0.0,0.0,,,,,False,,none
EI24,ENSG00000149547,Rest,brake_agonize,4.400336,0.8152985,0.0,0.0,,,,,False,,none
EID1,ENSG00000255302,Stim8hr,driver_antagonize,3.2203324,-0.51528126,0.0,0.0,,,,,False,,none
EID2,ENSG00000176396,Rest,brake_agonize,5.4699903,0.95293325,0.0,0.0,,,,,False,,none
EID2B,ENSG00000176401,Stim8hr,driver_antagonize,3.8331335,-0.581548,0.0,0.0,,,,,False,,none
EIF3L,ENSG00000100129,Stim8hr,brake_agonize,4.2167063,0.758975,0.0,0.0,,,,,False,,none
EIF4A1,ENSG00000161960,Stim48hr,brake_agonize,2.9944112,0.60496825,0.0,0.0,,,,,False,,none
EIF4E2,ENSG00000135930,Stim48hr,driver_antagonize,4.271442,-0.59439176,0.0,0.0,,,,,False,,none
EIF4E3,ENSG00000163412,Rest,brake_agonize,3.8704157,0.5061689,0.0,0.0,,,,,False,,none
EIF4EBP2,ENSG00000148730,Rest,driver_antagonize,3.7549868,-0.540715,0.0,0.0,,,,,False,,none
EIF4EBP3,ENSG00000243056,Stim8hr,brake_agonize,3.7305617,0.6169013,0.0,0.0,,,,,False,,none
EIPR1,ENSG00000032389,Stim8hr,driver_antagonize,4.3111453,-0.7248814,0.0,0.0,,,,,False,,none
ELAVL1,ENSG00000066044,Stim48hr,brake_agonize,2.991026,0.7237258,0.0,0.0,,,,,False,,none
ELOVL1,ENSG00000066322,Stim8hr,brake_agonize,2.9112525,0.42178905,0.0,0.0,,,,,False,,none
ELP3,ENSG00000134014,Stim8hr,brake_agonize,5.1242757,1.0377854,0.0,0.0,,,,,False,,none
ELP4,ENSG00000109911,Stim48hr,brake_agonize,4.2977934,0.74367625,0.0,0.0,,,,,False,,none
EMC4,ENSG00000128463,Stim48hr,brake_agonize,4.6150975,0.97189826,0.0,0.0,,,,,False,,none
EMC7,ENSG00000134153,Stim48hr,brake_agonize,4.098335,0.73077196,0.0,0.0,,,,,False,,none
EME1,ENSG00000154920,Stim8hr,brake_agonize,3.8798048,0.60448784,0.0,0.0,,,,,False,,none
EME2,ENSG00000197774,Stim8hr,driver_antagonize,3.3420153,-0.5014336,0.0,0.0,,,,,False,,none
EML4,ENSG00000143924,Stim48hr,driver_antagonize,4.41628,-0.68240994,0.0,0.0,,,,,False,,none
ENO1,ENSG00000074800,Stim48hr,driver_antagonize,3.8975856,-0.6450514,0.0,0.0,,,,,False,,none
ENO2,ENSG00000111674,Rest,driver_antagonize,3.382167,-0.4895241,0.0,0.0,,,,,False,,none
EP300,ENSG00000100393,Stim8hr,driver_antagonize,3.8485444,-0.62248415,0.0,0.0,,,,,False,,none
EPB41L2,ENSG00000079819,Stim8hr,driver_antagonize,4.308078,-0.6488413,0.0,0.0,,,,,False,,none
EPB41L3,ENSG00000082397,Stim8hr,driver_antagonize,3.3628583,-0.6496962,0.0,0.0,,,,,False,,none
EPHX2,ENSG00000120915,Stim8hr,driver_antagonize,3.0988839,-0.40782127,0.0,0.0,,,,,False,,none
ERF,ENSG00000105722,Stim48hr,driver_antagonize,3.7396529,-0.5333102,0.0,0.0,,,,,False,,none
ERI3,ENSG00000117419,Rest,driver_antagonize,3.4162161,-0.45216998,0.0,0.0,,,,,False,,none
ERMARD,ENSG00000130023,Stim48hr,driver_antagonize,5.6226964,-0.9575154,0.0,0.0,,,,,False,,none
ERO1B,ENSG00000086619,Stim48hr,driver_antagonize,2.9229162,-0.4436034,0.0,0.0,,,,,False,,none
ERP29,ENSG00000089248,Stim8hr,driver_antagonize,3.5306091,-0.50674254,0.0,0.0,,,,,False,,none
ERP44,ENSG00000023318,Stim8hr,driver_antagonize,2.788904,-0.4476497,0.0,0.0,,,,,False,,none
ESRRA,ENSG00000173153,Stim8hr,driver_antagonize,3.6410105,-0.49550965,0.0,0.0,,,,,False,,none
EVA1B,ENSG00000142694,Stim8hr,driver_antagonize,3.0039454,-0.39519212,0.0,0.0,,,,,False,,none
EWSR1,ENSG00000182944,Stim48hr,driver_antagonize,3.1221852,-0.71358114,0.0,0.0,,,,,False,,none
EXD2,ENSG00000081177,Stim8hr,driver_antagonize,2.8039687,-0.37806734,0.0,0.0,,,,,False,,none
EXD3,ENSG00000187609,Stim48hr,driver_antagonize,3.0800695,-0.51683325,0.0,0.0,,,,,False,,none
EXO5,ENSG00000164002,Stim8hr,driver_antagonize,2.8037274,-0.38791642,0.0,0.0,,,,,False,,none
EXOSC1,ENSG00000171311,Stim8hr,brake_agonize,3.3977878,0.66311836,0.0,0.0,,,,,False,,none
EXPH5,ENSG00000110723,Stim8hr,driver_antagonize,3.8531294,-0.5834216,0.0,0.0,,,,,False,,none
EXT2,ENSG00000151348,Stim48hr,driver_antagonize,2.9624503,-0.49248227,0.0,0.0,,,,,False,,none
EXTL3,ENSG00000012232,Stim48hr,driver_antagonize,5.4564295,-0.78176206,0.0,0.0,,,,,False,,none
F11R,ENSG00000158769,Stim48hr,driver_antagonize,3.9180562,-0.5803394,0.0,0.0,,,,,False,,none
F5,ENSG00000198734,Stim8hr,driver_antagonize,2.8153527,-0.43088984,0.0,0.0,,,,,False,,none
F8A1,ENSG00000288722,Stim48hr,driver_antagonize,4.0446763,-0.6095452,0.0,0.0,,,,,False,,none
FAAP24,ENSG00000131944,Stim8hr,driver_antagonize,3.2298045,-0.4732559,0.5593038376043256,0.5593038376043256,,,,,False,,strong
FADS1,ENSG00000149485,Stim8hr,driver_antagonize,3.7798822,-0.552174,0.6587269687444958,0.6587269687444958,asthma,neurodegenerative disease,0.554,1.0,True,3.441499948501587,strong
FADS3,ENSG00000221968,Stim48hr,driver_antagonize,3.6383686,-0.50489146,0.5842297472421053,0.5842297472421053,Crohn disease,Crohn disease,0.307,2.0,False,2.0027999877929688,strong
FAHD2A,ENSG00000115042,Stim48hr,driver_antagonize,4.113529,-0.61431175,0.0,0.0,,,,,False,,none
FAIM,ENSG00000158234,Rest,driver_antagonize,3.6217403,-0.5355955,0.0,0.0,,,,,False,,none
FAM107B,ENSG00000065809,Stim8hr,brake_agonize,3.5983548,0.46823704,0.0,0.0,,,,,False,,none
FAM118A,ENSG00000100376,Stim8hr,brake_agonize,3.1890314,0.52835065,0.6330537921357291,0.6330537921357291,,,,,False,,strong
FAM120AOS,ENSG00000188938,Stim8hr,driver_antagonize,3.086384,-0.42500985,0.0,0.0,,,,,False,,none
FAM133B,ENSG00000234545,Stim48hr,brake_agonize,3.9482236,0.61208206,0.1063390104575291,0.1063390104575291,,hypertensive disorder,0.318,4.0,False,0.9755399823188782,weak
FAM136A,ENSG00000035141,Stim8hr,driver_antagonize,2.8797433,-0.3665612,0.0,0.0,,,,,False,,none
FAM13B,ENSG00000031003,Stim48hr,driver_antagonize,3.7405937,-0.59347683,0.0,0.0,,,,,False,,none
FAM169A,ENSG00000198780,Stim8hr,driver_antagonize,3.61156,-0.5481782,0.0,0.0,,,,,False,,none
FAM174C,ENSG00000228300,Stim48hr,brake_agonize,3.9174995,0.65013707,0.0,0.0,,,,,False,,none
FAM177A1,ENSG00000151327,Stim8hr,brake_agonize,4.5221624,0.6679681,0.0,0.0,,,,,False,,none
FAM204A,ENSG00000165669,Stim8hr,driver_antagonize,4.794871,-0.7232771,0.0,0.0,,,,,False,,none
FAM20B,ENSG00000116199,Stim8hr,driver_antagonize,2.7886035,-0.5275473,0.4114270643387612,0.4114270643387612,,,,,False,,moderate
FAM210B,ENSG00000124098,Rest,brake_agonize,6.180166,0.8822105,0.0,0.0,,,,,False,,none
FAM229B,ENSG00000203778,Rest,driver_antagonize,3.1730409,-0.39024973,0.0,0.0,,,,,False,,none
FAM241A,ENSG00000174749,Stim8hr,brake_agonize,3.6379688,0.5949126,0.6747350616692561,0.6747350616692561,,atrial fibrillation,0.4,6.0,False,0.039351001381874084,strong
FAM241B,ENSG00000171224,Stim8hr,brake_agonize,3.0056047,0.40495053,0.0,0.0,,,,,False,,none
FAM50B,ENSG00000145945,Stim48hr,driver_antagonize,3.6714013,-0.51595175,0.0,0.0,,,,,False,,none
FAM89A,ENSG00000182118,Stim8hr,driver_antagonize,3.5681667,-0.46531495,0.0,0.0,,,,,False,,none
FAM98A,ENSG00000119812,Stim8hr,driver_antagonize,3.8728197,-0.6670997,0.3628127197901791,0.3628127197901791,,alcohol drinking,0.406,2.0,False,0.21137000620365143,moderate
FANCB,ENSG00000181544,Rest,brake_agonize,4.156482,0.78494364,0.0,0.0,,,,,False,,none
FANCI,ENSG00000140525,Stim8hr,brake_agonize,3.142792,0.5674555,0.0,0.0,,,,,False,,none
FANCM,ENSG00000187790,Stim48hr,driver_antagonize,4.6063867,-0.7640086,0.0,0.0,,,,,False,,none
FARP2,ENSG00000006607,Stim8hr,driver_antagonize,2.9159863,-0.36514285,0.494762327485489,0.494762327485489,,,,,False,,moderate
FBH1,ENSG00000134452,Stim48hr,brake_agonize,3.4607418,0.47084653,0.2579175896632644,0.2579175896632644,,,,,False,,moderate
FBXL4,ENSG00000112234,Stim8hr,driver_antagonize,4.4431496,-0.6397787,0.0,0.0,,,,,False,,none
FBXL8,ENSG00000135722,Rest,driver_antagonize,3.4779654,-0.55192167,0.0,0.0,,,,,False,,none
FBXO22,ENSG00000167196,Rest,driver_antagonize,3.5647254,-0.47516719,0.0,0.0,,,,,False,,none
FBXO25,ENSG00000147364,Rest,driver_antagonize,3.0951715,-0.45610595,0.0,0.0,,,,,False,,none
FBXO38,ENSG00000145868,Rest,brake_agonize,3.9922912,0.80706376,0.666414874110177,0.666414874110177,asthma,distal hereditary motor neuropathy type 2,0.596,1.0,True,3.8422000408172607,strong
FBXO46,ENSG00000177051,Stim8hr,driver_antagonize,3.0836692,-0.59120834,0.0,0.0,,,,,False,,none
FBXW4,ENSG00000107829,Stim48hr,driver_antagonize,3.1247702,-0.4547417,0.0,0.0,,,,,False,,none
FBXW5,ENSG00000159069,Stim8hr,driver_antagonize,3.3848007,-0.46379235,0.0,0.0,,,,,False,,none
FBXW7,ENSG00000109670,Stim8hr,driver_antagonize,2.8377416,-0.49834538,0.0,0.0,,,,,False,,none
FCMR,ENSG00000162894,Stim8hr,driver_antagonize,2.9049141,-0.36250368,0.0,0.0,,,,,False,,none
FEM1A,ENSG00000141965,Stim8hr,driver_antagonize,4.6511955,-0.8064652,0.0,0.0,,,,,False,,none
FEM1C,ENSG00000145780,Rest,driver_antagonize,3.488904,-0.54335827,0.0,0.0,,,,,False,,none
FERRY3,ENSG00000047621,Stim8hr,brake_agonize,3.262994,0.47835937,0.0,0.0,,,,,False,,none
FES,ENSG00000182511,Stim8hr,driver_antagonize,2.9422293,-0.3603898,0.0,0.0,,,,,False,,none
FHIP2A,ENSG00000151553,Stim48hr,driver_antagonize,3.1170127,-0.5031901,0.0,0.0,,,,,False,,none
FHOD1,ENSG00000135723,Stim48hr,driver_antagonize,4.178856,-0.65027326,0.0,0.0,,,,,False,,none
FICD,ENSG00000198855,Stim48hr,brake_agonize,3.0036557,0.47199145,0.0,0.0,,,,,False,,none
FIGNL1,ENSG00000132436,Stim8hr,brake_agonize,3.335887,0.5880733,0.2782840125821002,0.2782840125821002,,,,,False,,moderate
FKBP15,ENSG00000119321,Rest,driver_antagonize,3.9985988,-0.56103075,0.0,0.0,,,,,False,,none
FKBP5,ENSG00000096060,Stim48hr,brake_agonize,3.5556977,0.47693416,0.6182885018233708,0.6182885018233708,ulcerative colitis,hypothyroidism,0.393,2.0,False,2.657599925994873,strong
FKBP7,ENSG00000079150,Stim8hr,brake_agonize,2.730487,0.3566415,0.0,0.0,,,,,False,,none
FKBPL,ENSG00000204315,Stim48hr,driver_antagonize,3.0118918,-0.44836053,0.0,0.0,,,,,False,,none
FLACC1,ENSG00000155749,Stim48hr,brake_agonize,3.33609,0.4409587,0.0,0.0,,,,,False,,none
FMR1,ENSG00000102081,Stim8hr,brake_agonize,3.7095993,0.5706554,0.0,0.0,,,,,False,,none
FNDC3A,ENSG00000102531,Stim48hr,driver_antagonize,2.984968,-0.40941444,0.0,0.0,,,,,False,,none
FNDC3B,ENSG00000075420,Stim8hr,driver_antagonize,6.276335,-0.88597673,0.0,0.0,,,,,False,,none
FOXD1,ENSG00000251493,Stim48hr,driver_antagonize,3.108221,-0.45970592,0.0,0.0,,,,,False,,none
FOXK1,ENSG00000164916,Stim8hr,driver_antagonize,3.4838603,-0.64518327,0.421,0.399480892693717,multiple sclerosis,neurodegenerative disease,0.52,2.0,False,0.16343000531196594,moderate
FPGS,ENSG00000136877,Stim48hr,driver_antagonize,3.9998891,-0.5692554,0.0,0.0,,,,,False,,none
FRA10AC1,ENSG00000148690,Stim48hr,driver_antagonize,3.1176546,-0.42593303,0.0,0.0,,,,,False,,none
FRAT2,ENSG00000181274,Stim8hr,driver_antagonize,3.457026,-0.52703613,0.0,0.0,,,,,False,,none
FUT7,ENSG00000180549,Stim8hr,driver_antagonize,4.6186867,-0.71805286,0.0,0.0,,,,,False,,none
FUT8,ENSG00000033170,Rest,brake_agonize,5.1987014,0.6946304,0.2787202088471137,0.2787202088471137,,congenital disorder of glycosylation with defective fucosylation,0.783,2.0,False,2.2516000270843506,moderate
FUZ,ENSG00000010361,Stim8hr,driver_antagonize,4.3279305,-0.5866998,0.0,0.0,,,,,False,,none
FXR2,ENSG00000129245,Stim8hr,driver_antagonize,2.7605865,-0.37443796,0.2658424790487845,0.2658424790487845,,,,,False,,moderate
FXYD1,ENSG00000266964,Stim8hr,driver_antagonize,4.182964,-0.62871176,0.0,0.0,,,,,False,,none
FZD6,ENSG00000164930,Stim8hr,driver_antagonize,2.7706177,-0.4801612,0.0,0.0,,,,,False,,none
FZR1,ENSG00000105325,Stim48hr,driver_antagonize,3.5876267,-0.5628442,0.0,0.0,,,,,False,,none
G2E3,ENSG00000092140,Stim8hr,driver_antagonize,2.773606,-0.4162327,0.0,0.0,,,,,False,,none
G6PD,ENSG00000160211,Stim8hr,driver_antagonize,3.3534636,-0.49092337,0.0,0.0,,,,,False,,none
GAB2,ENSG00000033327,Stim48hr,driver_antagonize,3.4680812,-0.5843203,0.0,0.0,,,,,False,,none
GADD45G,ENSG00000130222,Stim8hr,driver_antagonize,2.8076887,-0.3929298,0.8061165337980747,0.8061165337980747,,,,,False,,strong
GAL3ST4,ENSG00000197093,Stim48hr,driver_antagonize,3.0440347,-0.47318932,0.2129327941473487,0.2129327941473487,,,,,False,,weak
GALE,ENSG00000117308,Stim8hr,driver_antagonize,2.7590423,-0.401536,0.0,0.0,,,,,False,,none
GALK2,ENSG00000156958,Stim48hr,driver_antagonize,3.3710403,-0.51073354,0.0,0.0,,,,,False,,none
GALNT4,ENSG00000257594,Rest,driver_antagonize,3.190006,-0.54210913,0.0,0.0,,,,,False,,none
GALNT7,ENSG00000109586,Stim8hr,brake_agonize,2.8114002,0.40718016,0.0,0.0,,,,,False,,none
GANAB,ENSG00000089597,Stim8hr,driver_antagonize,3.83638,-0.7907698,0.0,0.0,,,,,False,,none
GARIN1A,ENSG00000205085,Stim8hr,driver_antagonize,2.8751929,-0.39822006,0.0,0.0,,,,,False,,none
GARRE1,ENSG00000166398,Stim8hr,driver_antagonize,2.9911797,-0.43780527,0.0,0.0,,,,,False,,none
GATA3,ENSG00000107485,Stim8hr,brake_agonize,3.7970784,0.8135767,0.953711371065416,0.953711371065416,asthma,hypoparathyroidism-deafness-renal disease syndrome,0.821,0.0,True,1.3282999992370605,strong
GATAD2B,ENSG00000143614,Stim48hr,driver_antagonize,3.2226264,-0.47305378,0.0,0.0,,,,,False,,none
GATC,ENSG00000257218,Stim8hr,driver_antagonize,2.7239575,-0.3863287,0.0,0.0,,,,,False,,none
GCFC2,ENSG00000005436,Stim8hr,driver_antagonize,2.9028363,-0.3896215,0.4686214239098927,0.4686214239098927,,,,,False,,moderate
GDAP1,ENSG00000104381,Stim8hr,driver_antagonize,2.9925053,-0.50467163,0.0,0.0,,,,,False,,none
GDI1,ENSG00000203879,Stim8hr,driver_antagonize,3.1612537,-0.47310495,0.0,0.0,,,,,False,,none
GDPD3,ENSG00000102886,Stim48hr,driver_antagonize,3.0435805,-0.39854404,0.0,0.0,,,,,False,,none
GDPD5,ENSG00000158555,Stim8hr,brake_agonize,3.23321,0.48913077,0.0,0.0,,,,,False,,none
GET3,ENSG00000198356,Stim8hr,driver_antagonize,3.4593906,-0.56709105,0.0,0.0,,,,,False,,none
GFM1,ENSG00000168827,Stim8hr,driver_antagonize,2.8090847,-0.3257495,0.0,0.0,,,,,False,,none
GGA2,ENSG00000103365,Stim8hr,driver_antagonize,3.2490382,-0.42958394,0.0,0.0,,,,,False,,none
GIMAP4,ENSG00000133574,Stim48hr,driver_antagonize,3.9315495,-0.65589494,0.0,0.0,,,,,False,,none
GINM1,ENSG00000055211,Stim48hr,driver_antagonize,3.72556,-0.6095408,0.0,0.0,,,,,False,,none
GIPC1,ENSG00000123159,Rest,driver_antagonize,3.0914242,-0.43879572,0.0,0.0,,,,,False,,none
GIT2,ENSG00000139436,Stim48hr,driver_antagonize,3.5681148,-0.6531726,0.0,0.0,,,,,False,,none
GLO1,ENSG00000124767,Stim8hr,driver_antagonize,3.2031329,-0.43010667,0.0,0.0,,,,,False,,none
GLRX3,ENSG00000108010,Stim48hr,driver_antagonize,4.0583873,-0.59775645,0.0,0.0,,,,,False,,none
GLRX5,ENSG00000182512,Stim8hr,driver_antagonize,2.8623245,-0.43575284,0.0,0.0,,,,,False,,none
GLS,ENSG00000115419,Stim8hr,brake_agonize,4.064354,0.8095298,0.646952088898583,0.646952088898583,,"global developmental delay, progressive ataxia, and elevated glutamine",0.636,6.0,False,-0.8719199895858765,strong
GMCL1,ENSG00000087338,Rest,driver_antagonize,3.048688,-0.43016228,0.0,0.0,,,,,False,,none
GMDS,ENSG00000112699,Stim48hr,driver_antagonize,3.227549,-0.44963074,0.0,0.0,,,,,False,,none
GMEB1,ENSG00000162419,Stim48hr,driver_antagonize,3.3810894,-0.7218714,0.0,0.0,,,,,False,,none
GMFB,ENSG00000197045,Rest,driver_antagonize,3.5333033,-0.5058444,0.0,0.0,,,,,False,,none
GNB1,ENSG00000078369,Stim8hr,brake_agonize,2.7517412,0.42828605,0.0,0.0,,,,,False,,none
GNE,ENSG00000159921,Stim8hr,driver_antagonize,2.9605258,-0.41882828,0.0,0.0,,,,,False,,none
GNPAT,ENSG00000116906,Stim8hr,brake_agonize,5.3437047,1.0599302,0.0,0.0,,,,,False,,none
GNPDA1,ENSG00000113552,Stim8hr,driver_antagonize,3.0979924,-0.45665988,0.6512568327010843,0.6512568327010843,,,,,False,,strong
GNPTG,ENSG00000090581,Stim8hr,brake_agonize,2.9764922,0.43948865,0.0,0.0,,,,,False,,none
GOLGA1,ENSG00000136935,Rest,driver_antagonize,3.327476,-0.42595318,0.0,0.0,,,,,False,,none
GOLGA5,ENSG00000066455,Stim8hr,driver_antagonize,4.87755,-0.7413799,0.0,0.0,,,,,False,,none
GOLGA8B,ENSG00000215252,Stim8hr,driver_antagonize,3.7854297,-0.53625697,0.0,0.0,,,,,False,,none
GON7,ENSG00000170270,Stim8hr,driver_antagonize,3.6227922,-0.6344811,0.0,0.0,,,,,False,,none
GOPC,ENSG00000047932,Stim48hr,driver_antagonize,3.9655118,-0.6265011,0.0,0.0,,,,,False,,none
GPALPP1,ENSG00000133114,Stim8hr,brake_agonize,3.28014,0.57673275,0.0,0.0,,,,,False,,none
GPATCH4,ENSG00000160818,Stim48hr,driver_antagonize,3.1345875,-0.466818,0.0,0.0,,,,,False,,none
GPR107,ENSG00000148358,Stim48hr,driver_antagonize,3.616663,-0.56805456,0.0,0.0,,,,,False,,none
GPR15,ENSG00000154165,Stim48hr,driver_antagonize,2.9093103,-0.43768772,0.0,0.0,,,,,False,,none
GPR157,ENSG00000180758,Stim8hr,driver_antagonize,3.3020632,-0.42645276,0.0,0.0,,,,,False,,none
GPR171,ENSG00000174946,Stim8hr,driver_antagonize,2.8469296,-0.40546986,0.0,0.0,,,,,False,,none
GPR55,ENSG00000135898,Stim8hr,driver_antagonize,3.4963152,-0.5014161,0.5191585245178475,0.5191585245178475,psoriatic arthritis,preeclampsia,0.284,5.0,False,0.9048799872398376,strong
GPR63,ENSG00000112218,Stim48hr,brake_agonize,3.3027344,0.5083373,0.0,0.0,,,,,False,,none
GPR68,ENSG00000119714,Rest,driver_antagonize,3.53191,-0.44941697,0.0,0.0,,,,,False,,none
GPRIN3,ENSG00000185477,Stim8hr,driver_antagonize,4.332578,-0.63334125,0.0,0.0,,,,,False,,none
GPS2,ENSG00000132522,Stim8hr,brake_agonize,2.988102,0.5425957,0.764780971165911,0.764780971165911,,,,,False,,strong
GRAMD1A,ENSG00000089351,Stim48hr,brake_agonize,3.255813,0.48095584,0.0,0.0,,,,,False,,none
GRAP2,ENSG00000100351,Stim48hr,driver_antagonize,3.3664956,-0.5375116,0.1163532287023449,0.1163532287023449,,,,,False,,weak
GRK4,ENSG00000125388,Stim8hr,brake_agonize,4.407708,0.5747146,0.0,0.0,,,,,False,,none
GRN,ENSG00000030582,Rest,driver_antagonize,3.435237,-0.51234305,0.0,0.0,,,,,False,,none
